sex,age,country,edu.r,edu.m,edu.f,ses15,sex.orient,sex.orient.bin,names.bin,names.m,names.f,first.born,birth.order,no.children,rel.m,rel.f,rejection.m,rejection.f,overprotection.m,overprotection.f,emotional.m,emotional.f,money.m,money.f,time.m,time.f
0,27,1,4,4,4,4,1,0,0,0,0,0,2,2,6,4,9,11,15,14,12,6,4,2,3,4
0,31,1,4,2,2,3,1,0,0,0,0,0,2,3,7,7,9,9,24,23,22,22,4,4,4,4
0,59,1,4,3,3,2,1,0,0,0,0,1,1,1,7,6,9,8,16,13,22,18,4,4,4,3
0,29,1,1,3,3,3,2,0,0,0,0,1,1,2,4,5,16,12,18,22,9,10,5,2,3,3
0,30,1,3,3,1,2,1,0,0,0,0,1,1,4,6,4,13,9,24,11,11,6,4,2,3,1
0,49,1,4,4,3,3,1,0,0,0,0,0,2,2,5,6,13,13,19,20,11,12,4,4,3,2
0,23,1,4,3,2,3,1,0,0,0,0,0,2,2,7,6,7,7,22,17,20,20,4,4,5,4
0,40,1,3,3,3,3,1,0,1,1,0,0,2,2,6,4,10,10,12,22,23,20,4,4,4,3
0,20,1,3,4,4,4,2,0,0,0,0,1,1,3,7,7,9,9,16,15,18,18,4,4,4,3
0,33,1,4,2,2,5,2,0,1,1,0,1,1,3,2,4,28,19,24,21,6,10,2,2,1,1
0,34,1,4,4,4,4,1,0,0,0,0,0,3,4,7,6,8,8,27,28,22,22,4,4,5,3
0,27,1,4,3,3,3,1,0,0,0,0,1,1,2,7,7,8,7,20,15,22,20,4,4,5,5
0,22,1,3,4,4,3,1,0,0,0,0,1,1,2,7,7,8,7,19,14,24,23,5,5,4,4
0,26,1,4,3,1,5,1,0,0,0,0,0,4,4,3,4,9,9,16,12,19,14,5,2,2,1
0,25,1,4,3,4,2,3,0,0,0,0,0,2,3,6,3,9,16,16,18,24,14,4,3,5,2
0,26,1,4,4,4,3,1,0,0,0,0,1,1,3,3,5,11,9,16,14,22,22,5,5,4,3
0,35,1,4,2,2,3,2,0,0,0,0,1,1,2,6,2,11,19,18,18,15,8,3,2,2,1
0,23,1,4,4,4,3,2,0,0,0,0,0,5,5,7,7,13,7,25,15,20,18,4,4,3,3
0,27,1,4,3,2,3,1,0,0,0,0,1,1,2,6,6,11,10,26,23,22,22,4,4,4,3
0,28,1,4,3,4,3,2,0,0,0,0,0,2,3,5,5,16,19,20,15,19,15,4,3,3,3
0,43,1,4,2,4,1,2,0,0,0,0,1,1,2,5,5,8,7,12,14,17,17,4,4,2,2
0,25,1,4,3,3,4,3,0,0,0,0,0,3,3,3,4,10,10,10,12,12,13,4,4,2,3
0,35,1,3,2,2,2,1,0,0,0,0,0,2,2,7,6,9,9,18,13,22,18,4,4,5,2
0,25,1,4,3,3,3,2,0,0,0,0,0,2,2,7,4,10,10,11,14,19,15,5,5,5,5
0,34,1,4,2,3,3,1,0,0,0,0,1,1,1,6,3,11,15,29,27,21,10,5,2,3,2
0,31,1,4,3,2,2,2,0,1,1,0,1,1,3,7,7,9,9,19,16,17,15,4,4,4,4
0,45,1,3,2,2,2,1,0,0,0,0,1,1,3,7,4,8,11,25,20,21,10,3,3,4,3
0,21,1,3,3,2,2,1,0,0,0,0,1,1,5,6,6,10,8,19,16,17,14,4,4,2,1
0,32,1,4,4,4,4,2,0,0,0,0,1,1,2,5,5,12,12,19,24,13,16,4,4,1,1
0,32,1,3,3,3,3,1,0,0,0,0,0,2,3,7,7,10,9,19,19,22,22,4,4,4,4
1,24,1,4,3,3,3,7,1,0,0,0,0,2,2,6,6,9,9,23,22,19,19,4,4,3,3
0,23,1,4,4,4,4,1,0,1,1,0,1,1,4,5,1,9,23,12,9,13,6,4,4,1,1
0,39,1,4,4,4,4,1,0,0,0,0,1,1,2,7,6,11,12,19,19,21,17,4,4,4,4
0,29,1,4,4,2,3,3,0,0,0,0,1,1,2,3,6,23,10,30,25,12,19,4,4,4,4
0,30,1,4,4,4,2,2,0,0,0,0,1,1,2,6,6,12,9,31,29,21,20,4,4,5,4
0,26,1,4,3,2,3,1,0,0,0,0,1,1,2,6,6,9,10,25,21,17,17,4,4,4,2
0,32,1,4,4,4,4,3,0,0,0,0,0,3,3,5,3,12,11,32,27,13,13,5,5,3,3
0,22,1,3,3,4,4,1,0,0,0,0,1,1,2,7,7,7,7,19,19,19,19,5,5,4,4
0,26,1,4,4,4,3,3,0,0,0,0,1,1,3,7,6,8,8,17,14,24,15,4,4,4,2
0,25,1,4,3,3,3,2,0,0,0,0,0,2,4,5,3,23,18,17,11,13,11,2,2,2,2
0,32,1,3,4,3,4,1,0,1,0,1,0,2,2,6,7,14,9,22,19,21,21,4,4,4,3
0,31,1,4,4,4,3,2,0,0,0,0,0,3,3,5,7,9,9,22,22,20,21,4,4,4,5
0,37,1,4,4,4,2,1,0,0,0,0,1,1,2,3,3,14,24,17,30,15,10,2,2,2,1
0,31,1,4,2,2,2,3,0,0,0,0,1,1,2,6,6,9,8,28,20,20,17,4,4,4,4
0,34,1,3,3,4,3,1,0,1,1,0,0,2,2,5,5,11,12,20,20,20,18,4,4,4,3
0,40,1,3,2,2,2,3,0,1,1,0,1,1,2,6,6,24,15,29,23,13,14,3,3,3,2
0,45,1,3,3,3,3,1,0,0,0,0,0,2,2,7,7,7,8,21,23,22,22,4,4,3,3
0,36,1,4,4,4,3,2,0,0,0,0,0,2,2,6,4,14,14,18,16,8,8,3,2,3,3
0,29,1,4,4,4,4,1,0,0,0,0,1,1,3,7,4,8,12,17,10,23,13,4,4,4,2
0,34,1,4,2,2,5,1,0,0,0,0,1,1,2,3,1,24,7,13,12,9,6,3,2,1,1
0,30,1,4,2,2,2,2,0,0,0,0,1,1,2,6,3,13,18,26,29,13,6,4,2,4,3
0,40,1,3,1,2,3,1,0,0,0,0,0,2,2,3,5,21,9,22,18,9,15,2,3,2,2
0,32,1,4,2,3,3,2,0,0,0,0,0,3,4,3,6,15,8,23,24,11,19,3,4,2,4
0,32,1,4,3,3,3,2,0,0,0,0,1,1,3,5,4,13,13,30,28,14,13,4,4,4,2
0,29,1,4,3,3,2,1,0,0,0,0,1,1,1,5,6,10,9,20,12,18,15,4,4,3,3
0,37,1,3,3,2,3,1,0,0,0,0,1,1,1,6,6,10,8,20,17,21,20,4,4,4,4
0,25,1,2,2,1,2,1,0,0,0,0,1,1,2,7,6,8,8,14,15,24,22,4,4,3,3
0,36,1,4,3,2,3,2,0,0,0,0,0,5,6,5,6,13,12,23,21,12,11,3,3,3,3
0,28,1,4,4,4,4,2,0,0,0,0,0,2,2,6,5,12,13,20,18,18,14,4,4,4,3
0,50,1,4,3,4,4,2,0,0,0,0,0,2,3,6,5,17,10,25,21,14,14,4,4,3,2
0,31,1,4,4,4,4,1,0,0,0,0,1,1,6,3,6,17,11,19,16,15,17,4,4,3,2
0,23,1,4,3,2,3,1,0,0,0,0,1,1,4,6,6,17,8,21,17,19,19,4,5,3,3
0,25,1,4,4,4,3,4,1,0,0,0,1,1,2,7,6,8,8,17,23,24,19,4,4,4,4
0,36,1,4,3,4,3,1,0,0,0,0,0,2,3,6,6,14,8,23,18,13,10,5,5,5,2
0,30,1,3,2,2,2,1,0,1,0,1,0,2,4,3,6,15,9,19,18,15,15,4,4,3,3
0,34,1,4,3,3,4,1,0,0,0,0,1,1,1,5,7,8,7,20,17,24,24,4,4,4,4
0,49,1,4,4,4,2,2,0,0,0,0,0,2,3,5,7,10,7,15,14,14,18,4,4,2,3
0,30,1,4,3,2,3,2,0,1,1,0,1,1,1,7,7,9,7,19,15,18,20,4,4,4,4
0,42,1,3,2,3,3,1,0,0,0,0,0,2,2,6,5,13,12,28,21,10,9,3,2,2,1
0,34,1,4,2,3,4,1,0,0,0,0,1,1,2,7,6,7,7,19,17,20,15,4,4,4,4
0,26,1,4,4,4,4,1,0,0,0,0,0,3,3,5,3,9,10,16,13,15,11,4,4,2,2
0,24,1,3,2,2,3,4,1,0,0,0,1,1,3,7,4,9,11,28,28,19,15,4,4,3,3
0,53,1,3,3,3,4,1,0,0,0,0,1,1,2,3,4,23,22,36,30,11,10,5,5,5,5
0,31,1,4,3,3,3,1,0,0,0,0,1,1,1,7,6,13,11,29,18,22,17,4,4,4,3
0,44,1,3,3,1,3,1,0,0,0,0,0,2,2,7,6,9,8,19,16,23,16,4,4,5,3
0,25,1,3,3,4,3,1,0,0,0,0,0,2,2,6,7,11,8,16,15,17,17,4,4,4,2
0,30,1,4,4,4,1,3,0,0,0,0,0,3,3,5,5,11,11,15,15,14,14,5,5,3,2
0,48,1,3,3,3,3,1,0,0,0,0,0,2,2,7,7,7,7,12,11,10,7,3,2,2,1
0,23,1,3,3,3,4,1,0,0,0,0,1,1,2,6,7,19,9,23,20,21,22,5,5,3,3
0,31,1,4,4,3,3,2,0,0,0,0,0,4,4,6,6,12,9,29,20,20,17,5,5,4,4
0,39,1,4,4,4,4,1,0,0,0,0,1,1,2,7,6,10,10,20,20,21,21,4,4,2,1
0,36,1,4,3,2,4,1,0,0,0,0,1,1,1,6,7,10,10,23,22,19,19,4,4,4,4
0,42,1,4,2,3,3,1,0,1,1,0,1,1,2,7,7,9,9,20,20,21,21,4,4,4,4
0,44,1,4,3,4,3,1,0,0,0,0,0,2,2,6,6,10,9,20,14,22,21,5,5,5,5
0,39,1,3,2,2,3,1,0,0,0,0,0,2,3,7,4,7,8,14,17,17,12,5,5,5,2
0,25,1,4,4,4,2,2,0,0,0,0,0,2,6,6,6,10,10,17,16,19,18,4,4,3,3
0,33,1,4,4,4,3,1,0,0,0,0,0,3,4,5,5,19,15,27,15,14,13,4,2,3,3
0,22,1,3,3,4,4,1,0,0,0,0,1,1,2,7,7,9,9,27,27,24,24,5,5,5,4
0,27,1,4,3,4,3,1,0,0,0,0,1,1,2,6,6,9,11,23,17,20,15,5,4,4,2
1,34,1,4,4,3,2,7,1,0,0,0,1,1,2,7,5,9,12,24,22,21,15,4,4,5,3
0,39,1,4,3,4,3,1,0,0,0,0,0,2,3,7,7,12,13,24,23,16,14,4,4,3,1
0,35,1,3,2,3,3,1,0,0,0,0,1,1,6,4,5,11,8,18,14,12,12,2,2,2,1
0,37,1,4,4,4,4,2,0,0,0,0,0,2,2,7,7,9,8,18,12,20,20,4,4,4,3
0,49,1,2,3,3,4,1,0,0,0,0,1,1,2,2,7,24,8,29,15,9,21,4,4,3,3
0,33,1,4,4,3,3,1,0,0,0,0,0,2,2,6,6,10,10,19,19,17,17,4,4,3,3
0,46,1,3,3,4,3,1,0,0,0,0,0,2,2,6,6,14,12,19,18,14,14,4,4,2,1
0,42,1,4,3,4,3,1,0,0,0,0,1,1,2,7,4,8,8,25,16,18,12,4,4,4,4
0,28,1,4,4,4,4,5,1,0,0,0,1,1,3,6,4,8,11,19,17,23,15,4,4,3,1
0,34,1,4,2,4,4,2,0,0,0,0,1,1,2,6,6,9,10,23,23,19,19,4,4,4,4
0,42,1,3,2,3,3,3,0,0,0,0,0,2,2,6,6,10,10,32,31,20,17,4,4,5,3
0,31,1,4,3,4,4,1,0,1,1,0,1,1,1,7,7,8,8,23,18,23,19,4,4,4,2
0,27,1,4,4,3,4,1,0,0,0,0,1,1,2,6,6,11,11,17,17,16,16,4,4,4,4
1,37,1,4,3,4,3,1,0,0,0,0,1,1,1,6,6,10,9,14,12,18,20,4,5,4,2
0,32,1,3,3,3,2,1,0,0,0,0,1,1,2,2,4,22,14,24,15,7,7,3,2,1,3
0,32,1,3,3,4,3,1,0,0,0,0,0,2,3,5,6,7,7,14,14,12,12,4,4,2,2
0,44,1,3,3,3,3,1,0,0,0,0,0,2,2,4,3,15,19,29,30,9,9,3,3,2,2
1,42,1,3,3,3,3,1,0,0,0,0,0,2,3,6,6,11,10,22,21,19,19,4,4,3,4
0,29,1,4,4,2,2,1,0,0,0,0,0,2,2,4,1,16,10,30,11,17,6,4,2,4,1
0,25,1,4,4,3,4,1,0,0,0,0,0,2,2,7,6,11,11,34,14,23,20,5,5,5,3
0,27,1,4,3,3,3,2,0,0,0,0,1,1,2,4,4,20,18,20,18,13,12,4,4,3,2
0,28,1,4,3,3,3,1,0,0,0,0,1,1,2,6,5,8,8,23,17,21,17,4,4,4,2
0,37,1,4,4,4,3,4,1,0,0,0,0,2,2,6,6,9,9,22,22,23,23,4,4,3,3
0,37,1,4,1,1,2,2,0,0,0,0,0,3,3,6,6,11,7,25,23,17,17,4,4,4,3
0,32,1,4,2,4,4,1,0,0,0,0,1,1,2,4,4,12,13,15,16,13,13,4,4,3,3
0,46,1,2,2,2,2,1,0,1,0,1,0,3,3,3,4,22,15,20,15,8,8,3,3,1,1
0,33,1,4,3,3,4,1,0,0,0,0,0,2,2,4,4,14,8,23,20,12,11,4,4,2,1
0,32,1,4,4,4,3,1,0,0,0,0,0,2,2,7,3,11,9,16,9,16,10,4,4,4,2
0,24,1,3,3,3,3,1,0,0,0,0,0,2,2,6,6,10,11,18,15,22,14,4,4,4,4
0,23,1,3,3,1,4,1,0,0,0,0,0,3,3,7,5,11,10,18,9,18,7,4,2,3,1
0,46,1,4,4,4,3,1,0,0,0,0,0,3,3,6,5,10,12,21,22,17,17,4,4,3,3
0,41,1,4,3,4,4,1,0,0,0,0,0,2,3,7,7,16,8,17,18,14,18,4,4,3,4
0,30,1,4,4,4,5,2,0,0,0,0,0,3,3,7,7,10,10,21,22,15,18,4,4,4,2
0,28,1,4,4,3,3,1,0,1,1,0,1,1,2,7,3,10,12,20,17,24,12,5,3,5,3
0,31,1,4,3,3,2,1,0,1,1,0,1,1,2,6,3,12,11,14,11,15,10,3,3,2,1
0,45,1,4,4,4,3,1,0,0,0,0,1,1,3,6,6,15,9,23,19,17,14,4,4,3,2
0,49,1,4,4,4,3,1,0,0,0,0,1,1,2,5,7,13,8,34,16,22,24,4,4,5,5
0,47,1,3,1,2,2,1,0,0,0,0,0,2,2,4,5,22,8,26,20,12,14,4,4,3,3
0,42,1,4,4,3,3,1,0,1,0,1,1,1,2,6,7,9,7,18,17,21,21,4,4,4,4
0,26,1,4,4,3,1,2,0,0,0,0,1,1,1,7,6,8,9,19,13,20,17,5,5,3,3
0,27,1,3,2,2,3,1,0,0,0,0,1,1,2,7,7,9,8,15,15,21,21,4,4,4,4
0,22,1,3,3,3,4,1,0,0,0,0,0,2,2,6,6,11,12,18,13,18,17,5,5,5,5
0,25,1,3,4,3,3,3,0,0,0,0,1,1,2,6,4,13,13,20,21,14,10,4,4,4,3
0,37,1,3,4,4,4,1,0,0,0,0,1,1,1,6,2,8,12,15,16,23,12,5,5,5,1
0,33,1,4,3,3,2,1,0,0,0,0,0,4,4,6,6,11,11,22,17,20,13,5,5,2,2
0,31,1,4,4,4,4,2,0,0,0,0,1,1,2,5,6,10,8,27,23,18,20,4,4,3,3
1,38,1,4,4,1,5,1,0,1,0,1,1,1,2,7,4,7,12,14,11,14,6,5,2,2,1
0,29,1,4,4,4,4,1,0,0,0,0,0,2,2,7,7,7,7,15,12,23,24,4,4,4,4
0,36,1,4,3,3,4,1,0,0,0,0,1,1,1,5,7,15,12,21,20,8,8,4,2,3,1
0,30,1,4,4,3,3,4,1,0,0,0,1,1,3,6,3,11,10,20,9,23,11,5,2,4,1
0,21,1,3,2,2,2,3,0,0,0,0,0,2,2,5,5,15,15,13,13,14,14,4,4,2,2
1,61,1,2,2,2,1,1,0,1,0,1,1,1,2,5,4,8,8,18,16,18,13,4,4,3,3
0,45,1,4,1,1,3,1,0,1,1,0,1,1,3,6,6,10,10,17,17,15,15,3,3,2,2
0,24,1,4,4,4,3,1,0,0,0,0,1,1,2,7,5,7,8,22,23,23,19,4,4,5,2
0,31,1,4,3,3,3,7,1,0,0,0,0,2,2,4,4,12,13,21,20,13,11,3,3,4,3
0,29,1,4,1,2,3,2,0,1,1,0,0,2,3,6,3,11,21,18,14,23,11,4,4,4,1
0,39,1,3,3,3,4,2,0,0,0,0,1,1,2,6,7,10,8,18,14,16,14,4,4,3,3
1,24,1,3,2,2,2,7,1,0,0,0,0,3,3,4,3,16,19,17,17,10,11,3,2,3,2
0,40,1,4,4,3,4,1,0,0,0,0,1,1,2,5,7,13,11,25,19,14,14,4,4,2,3
0,31,1,4,3,3,3,3,0,0,0,0,0,2,2,7,2,11,13,14,15,19,11,4,2,5,1
0,27,1,4,3,3,4,1,0,0,0,0,0,2,2,7,7,7,7,20,18,22,22,4,4,4,4
0,58,1,3,3,3,3,1,0,0,0,0,0,2,2,7,7,8,8,13,13,20,20,4,4,4,4
0,27,1,4,3,3,3,2,0,0,0,0,1,1,1,6,6,11,10,18,16,19,20,4,4,3,3
0,38,1,4,1,1,2,1,0,1,1,0,0,2,3,4,5,15,13,23,18,12,13,3,3,3,3
0,33,1,4,4,2,4,1,0,0,0,0,1,1,1,7,6,7,8,21,21,24,23,4,4,4,4
0,41,1,4,3,2,2,1,0,0,0,0,1,1,2,5,5,11,8,30,14,13,21,5,5,5,3
0,36,1,4,2,2,3,2,0,0,0,0,1,1,2,3,5,17,14,16,19,11,12,3,3,1,2
0,37,1,4,2,2,2,1,0,0,0,0,0,2,2,3,5,12,8,34,20,14,16,4,4,3,3
0,33,1,4,3,4,3,2,0,0,0,0,1,1,1,6,5,8,9,14,16,23,14,4,4,3,3
1,22,1,3,3,3,4,1,0,1,0,1,1,1,3,7,7,8,8,20,20,24,23,4,4,4,4
0,31,1,4,3,3,3,7,1,0,0,0,0,2,2,5,5,9,9,22,21,12,12,4,4,3,3
0,32,1,4,4,4,3,1,0,0,0,0,1,1,2,7,7,7,7,18,18,22,22,4,4,4,4
0,23,1,3,3,4,3,1,0,0,0,0,0,2,2,6,6,10,10,20,20,22,22,4,4,3,3
0,28,1,4,3,3,2,2,0,1,1,0,1,1,3,6,3,13,18,24,30,18,13,3,3,4,2
0,23,1,4,4,4,3,1,0,0,0,0,0,2,2,6,6,8,8,24,22,18,17,4,4,4,3
0,28,1,4,4,4,3,2,0,0,0,0,1,1,2,6,6,12,10,20,15,16,12,4,3,5,3
0,34,1,4,4,3,2,1,0,0,0,0,1,1,2,7,7,9,7,18,11,24,23,4,4,4,4
0,27,1,3,4,3,2,1,0,0,0,0,0,2,5,5,1,9,23,19,19,17,8,2,2,2,2
1,27,1,3,3,3,3,1,0,0,0,0,0,2,2,7,6,8,10,17,15,21,12,4,4,3,2
0,27,1,4,4,4,3,1,0,0,0,0,0,2,2,7,2,13,21,30,35,17,13,4,4,5,4
0,30,1,4,4,4,3,1,0,0,0,0,0,2,2,6,6,10,9,21,20,16,19,4,4,3,2
0,33,1,4,4,4,3,1,0,0,0,0,1,1,1,6,3,11,22,27,32,19,11,4,4,2,2
0,45,1,4,3,4,3,1,0,0,0,0,1,1,3,6,4,9,16,13,15,15,13,3,3,3,2
0,31,1,4,4,2,4,2,0,0,0,0,0,2,2,6,4,11,14,28,18,24,8,4,4,5,1
0,27,1,4,4,4,3,1,0,0,0,0,1,1,6,6,6,8,8,21,15,22,21,4,4,4,3
0,44,1,4,3,4,3,1,0,0,0,0,1,1,2,5,6,15,7,32,22,20,21,4,4,5,3
0,53,1,4,3,1,3,1,0,0,0,0,1,1,2,7,6,9,9,13,10,17,9,4,2,3,1
0,37,1,4,2,4,3,1,0,0,0,0,1,1,2,6,6,14,13,32,32,20,20,4,4,4,4
1,21,1,3,3,3,3,1,0,0,0,0,1,1,2,3,3,15,22,29,28,16,8,4,2,4,2
0,25,1,3,2,4,2,2,0,0,0,0,1,1,3,6,4,11,13,21,14,11,11,3,2,2,2
0,31,1,4,3,3,4,1,0,1,1,0,0,4,4,5,6,13,12,27,16,16,17,5,5,4,4
1,33,1,4,3,4,4,1,0,1,0,1,1,1,1,7,4,8,9,28,26,24,12,4,4,5,2
0,22,1,3,4,4,4,1,0,0,0,0,0,2,2,4,4,12,9,24,16,15,17,4,4,3,3
0,33,1,4,2,2,3,1,0,0,0,0,1,1,2,6,6,9,9,18,18,21,21,5,5,4,4
0,23,1,3,3,3,4,1,0,0,0,0,1,1,4,4,5,22,7,25,9,9,24,4,4,2,2
0,27,1,4,4,4,3,3,0,0,0,0,0,2,2,6,3,9,9,23,15,20,10,4,2,3,1
0,32,1,3,3,2,4,3,0,1,1,0,1,1,2,7,6,8,8,18,15,22,19,4,4,3,3
1,29,1,2,2,2,3,1,0,0,0,0,1,1,2,4,4,13,15,9,9,6,7,3,3,1,2
0,25,1,4,3,2,3,1,0,0,0,0,1,1,1,5,6,10,9,31,31,18,18,5,5,4,4
0,31,1,3,3,2,2,2,0,0,0,0,1,1,2,6,2,10,10,19,14,22,9,4,2,4,1
0,45,1,2,2,2,3,2,0,1,1,0,1,1,3,6,4,10,20,19,12,21,12,4,2,4,2
0,27,1,4,4,4,2,1,0,0,0,0,1,1,3,7,6,7,9,18,17,24,23,5,5,5,3
0,28,1,4,3,3,4,2,0,0,0,0,0,2,4,7,2,10,11,17,13,13,12,4,4,3,3
0,42,1,4,4,4,4,1,0,1,1,0,1,1,2,7,6,9,9,19,19,20,20,4,4,4,4
0,36,1,3,4,3,2,2,0,0,0,0,1,1,2,3,5,13,9,20,21,12,15,4,4,2,1
0,27,1,4,4,3,4,1,0,0,0,0,0,2,2,7,3,7,11,20,19,20,13,4,4,4,3
0,41,1,4,4,4,1,4,1,0,0,0,1,1,2,6,6,7,7,19,14,23,24,4,4,5,3
0,32,1,4,3,2,4,1,0,0,0,0,1,1,1,7,6,9,8,13,10,19,17,4,4,4,4
0,29,1,4,4,4,5,1,0,0,0,0,0,2,2,6,3,11,15,20,21,19,15,4,4,4,2
0,38,1,4,3,4,2,1,0,0,0,0,1,1,1,3,5,12,8,28,16,10,12,3,3,4,3
0,28,1,4,3,3,3,1,0,0,0,0,1,1,1,7,7,7,7,15,15,18,18,5,5,5,5
0,29,1,4,4,4,4,2,0,1,1,0,0,2,2,7,2,7,10,28,13,21,11,4,3,5,2
0,31,1,3,1,1,2,2,0,0,0,0,0,2,2,6,4,11,14,17,17,10,7,3,2,2,1
0,26,1,4,3,4,4,2,0,0,0,0,1,1,2,3,5,8,7,19,19,19,19,4,4,4,3
0,60,1,4,4,4,3,4,1,0,0,0,1,1,2,7,6,10,11,17,15,16,14,4,4,3,3
0,31,1,4,3,3,4,1,0,0,0,0,0,2,2,7,7,7,7,21,20,24,24,4,4,5,2
0,33,1,4,3,4,3,2,0,0,0,0,0,2,3,6,6,15,13,29,28,18,15,4,4,2,1
0,27,1,4,3,2,2,2,0,0,0,0,0,2,2,6,3,10,16,23,25,18,8,4,2,3,2
0,28,1,4,4,3,4,2,0,0,0,0,0,2,2,5,5,18,17,34,31,14,13,4,4,4,4
0,24,1,3,3,4,3,2,0,0,0,0,1,1,2,7,7,16,12,13,16,15,15,4,4,3,3
0,34,1,4,2,4,3,1,0,0,0,0,0,2,2,3,7,17,8,26,14,14,15,4,4,4,4
0,29,1,4,4,3,4,2,0,0,0,0,1,1,2,5,5,15,13,24,19,20,20,4,4,4,4
0,35,1,4,4,4,3,2,0,0,0,0,1,1,2,6,3,13,14,29,13,21,11,4,3,5,1
